Animal Id,Animal Type,Source Id,Council District,Intake Type,Intake Total,Staff Id,Intake Date,Intake Condition,Outcome Type,Outcome Date,Outcome Condition,Chip Status,Animal Origin,Month,Year
A1019358,DOG,P0915116,1,STRAY,1,CDM,01/12/2020,APP WNL,RETURNED TO OWNER,01/18/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092892,DOG,P9991736,1,STRAY,1,TM1736,01/08/2020,APP WNL,RETURNED TO OWNER,01/08/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1092392,DOG,P9991744,3,STRAY,1,JB1744,01/03/2020,APP WNL,TRANSFER,01/08/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1090396,CAT,P0910757,,STRAY,1,WEB,12/03/2019,NORMAL,LOST EXP,01/08/2020,,,,DEC.2019,FY2020
A1103245,DOG,P9991774,7,STRAY,1,SRM1774,06/21/2020,APP INJ,EUTHANIZED,06/21/2020,CRITICAL,SCAN NO CHIP,FIELD,JUN.2020,FY2020
A1093250,DOG,P0840531,4,STRAY,1,CDM,01/13/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092494,DOG,P9991721,5,STRAY,1,MG1718,01/04/2020,APP WNL,ADOPTION,01/08/2020,APP WNL,SCAN NO CHIP,SWEEP,JAN.2020,FY2020
A1092496,CAT,P0914172,6,STRAY,1,DL,01/04/2020,APP WNL,ADOPTION,01/08/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092001,DOG,P0913384,,STRAY,1,WEB,12/25/2019,NORMAL,LOST EXP,01/28/2020,,,,DEC.2019,FY2020
A1095178,CAT,P0531348,2,STRAY,1,DAL,02/04/2020,APP WNL,TRANSFER,02/10/2020,APP WNL,UNABLE TO SCAN,OVER THE COUNTER,FEB.2020,FY2020
A1093345,DOG,P0597679,3,STRAY,1,DL,01/14/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1098741,DOG,P0922298,8,STRAY,1,MRY1776,03/17/2020,APP WNL,TRANSFER,03/18/2020,APP WNL,SCAN NO CHIP,FIELD,MAR.2020,FY2020
A1093637,CAT,P0915695,3,STRAY,1,CDM,01/18/2020,DEAD,DEAD ON ARRIVAL,01/18/2020,DEAD,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1094777,WILDLIFE,P9991765,9,WILDLIFE,1,RKB1765,01/30/2020,CRITICAL,DIED,02/03/2020,DEAD,WILDLIFE - UNABEL TO SCAN,FIELD,JAN.2020,FY2020
A1095278,DOG,P9991704,7,STRAY,1,SEC1704,02/05/2020,APP WNL,RETURNED TO OWNER,02/10/2020,APP WNL,SCAN NO CHIP,SWEEP,FEB.2020,FY2020
A1092563,CAT,P0000000,6,STRAY,1,CBU,01/05/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092561,CAT,P0667007,6,STRAY,1,CDM,01/05/2020,APP WNL,TRANSFER,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1090442,CAT,P0910825,,STRAY,1,WEB,12/06/2019,NORMAL,LOST EXP,01/09/2020,,,,DEC.2019,FY2020
A1092723,DOG,P0914522,9,CONFISCATED,1,SM1774,01/07/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1098797,WILDLIFE,P9991710,9,WILDLIFE,1,CVB1710,03/18/2020,APP SICK,EUTHANIZED,03/18/2020,APP SICK,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2020,FY2020
A1098818,WILDLIFE,P0922545,9,WILDLIFE,1,DAA1761,03/18/2020,APP SICK,EUTHANIZED,03/18/2020,APP SICK,WILDLIFE - UNABLE TO SCAN,FIELD,MAR.2020,FY2020
A1099612,CAT,P0689875,,TREATMENT,1,GDG,04/11/2020,APP SICK,TREATMENT,04/11/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,APR.2020,FY2020
A1092970,DOG,P9991718,4,STRAY,1,MG1718,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,UNABLE TO SCAN,SWEEP,JAN.2020,FY2020
A1092256,DOG,P9991782,3,STRAY,1,SP1782,01/01/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1088547,DOG,P0910857,6,TREATMENT,1,JS,01/09/2020,APP WNL,TREATMENT,01/09/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1068867,DOG,P0915410,7,STRAY,1,JZ,01/15/2020,APP WNL,RETURNED TO OWNER,01/18/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1098112,DOG,P0921499,1,KEEPSAFE,1,VJD1770,03/09/2020,APP WNL,RETURNED TO OWNER,03/11/2020,APP WNL,SCAN NO CHIP,FIELD,MAR.2020,FY2020
A1081837,DOG,P0824254,4,STRAY,1,MM,01/07/2020,APP WNL,RETURNED TO OWNER,01/07/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A0995875,DOG,P9991579,5,STRAY,1,ASB1579,02/09/2020,APP WNL,RETURNED TO OWNER,02/10/2020,APP WNL,SCAN CHIP,SWEEP,FEB.2020,FY2020
A1092953,DOG,P9991230,8,STRAY,1,KH1230,01/09/2020,UNKNOWN,RETURNED TO OWNER,01/09/2020,UNKNOWN,UNABLE TO SCAN,FIELD,JAN.2020,FY2020
A1092916,DOG,P9991751,8,STRAY,1,EP1751,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1090483,DOG,P0910907,,STRAY,1,WEB,11/23/2019,NORMAL,FOUND EXP,01/09/2020,,,,NOV.2019,FY2020
A1093968,DOG,P9991764,4,STRAY,1,MO1764,01/22/2020,APP WNL,ADOPTION,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1103095,DOG,P9991709,8,STRAY,1,BMH1709,06/17/2020,APP WNL,ADOPTION,06/21/2020,APP WNL,SCAN NO CHIP,FIELD,JUN.2020,FY2020
A1092599,DOG,P0605002,3,CONFISCATED,1,AT1754,01/05/2020,UNKNOWN,TRANSFER,01/09/2020,UNKNOWN,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1092902,CAT,P0914703,11,STRAY,1,AO1781,01/08/2020,APP SICK,EUTHANIZED,01/09/2020,APP SICK,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1062187,DOG,P0914767,5,STRAY,1,MW1723,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1105482,DOG,P0934226,2,OWNER SURRENDER,1,YLB1695,08/05/2020,APP SICK,EUTHANIZED,08/05/2020,APP SICK,SCAN CHIP,FIELD,AUG.2020,FY2020
A1092562,CAT,P0861875,6,STRAY,1,BW,01/05/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092751,CAT,P0914503,3,OWNER SURRENDER,1,SM1774,01/07/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1091210,CAT,P0912046,,STRAY,1,WEB,12/12/2019,NORMAL,LOST EXP,01/18/2020,,,,DEC.2019,FY2020
A1092829,DOG,P0914650,8,STRAY,1,DL,01/08/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092879,DOG,P9991579,7,STRAY,1,ASB1579,01/08/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,SWEEP,JAN.2020,FY2020
A1092584,DOG,P9991715,5,STRAY,1,DB1715,01/05/2020,UNKNOWN,ADOPTION,01/18/2020,APP WNL,SCAN CHIP,SWEEP,JAN.2020,FY2020
A1092543,CAT,P0899844,3,STRAY,1,ER1768,01/04/2020,APP WNL,TRANSFER,01/09/2020,APP WNL,UNABLE TO SCAN,FIELD,JAN.2020,FY2020
A1092558,CAT,P0715692,14,STRAY,1,BW,01/05/2020,APP WNL,TRANSFER,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092945,DOG,P9991723,5,STRAY,1,MW1723,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,UNABLE TO SCAN,FIELD,JAN.2020,FY2020
A1095340,DOG,P9991776,6,STRAY,1,MRY1776,02/06/2020,APP WNL,ADOPTION,02/10/2020,APP WNL,SCAN NO CHIP,FIELD,FEB.2020,FY2020
A1070298,DOG,P0063552,6,FOSTER,1,KC,01/09/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1089121,DOG,P0915485,4,STRAY,1,MW1723,01/16/2020,APP WNL,RETURNED TO OWNER,01/18/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1089283,DOG,P0914765,6,TREATMENT,1,JS,01/09/2020,APP WNL,TREATMENT,01/09/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1094529,CAT,P0664864,1,OWNER SURRENDER,1,DL,01/28/2020,DEAD,DEAD ON ARRIVAL,01/28/2020,DEAD,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092843,DOG,P0914662,1,OWNER SURRENDER,1,MM,01/08/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1084305,CAT,P0903103,6,FOSTER,1,JR,01/18/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1096957,DOG,P9991782,3,STRAY,1,SPB1782,02/26/2020,APP WNL,RETURNED TO OWNER,02/27/2020,APP WNL,SCAN CHIP,FIELD,FEB.2020,FY2020
A1092778,CAT,P0904981,9,STRAY,1,MM1701,01/07/2020,APP WNL,TRANSFER,01/09/2020,APP WNL,UNABLE TO SCAN,FIELD,JAN.2020,FY2020
A1092792,DOG,P0914615,2,STRAY,1,MM,01/07/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1095615,DOG,P9991770,8,STRAY,1,VJD1770,02/09/2020,APP WNL,ADOPTION,02/11/2020,APP WNL,SCAN NO CHIP,FIELD,FEB.2020,FY2020
A1093529,DOG,P0915451,7,STRAY,1,AO1781,01/16/2020,APP WNL,ADOPTION,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1092259,DOG,P9991704,8,STRAY,1,SC1704,01/01/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN CHIP,SWEEP,JAN.2020,FY2020
A1092548,DOG,P0914289,2,STRAY,1,BW,01/05/2020,APP WNL,TRANSFER,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1097554,DOG,P0920864,,OWNER SURRENDER,1,DAL,03/04/2020,APP WNL,ADOPTION,03/18/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,MAR.2020,FY2020
A1092747,CAT,P0914503,3,OWNER SURRENDER,1,SM1774,01/07/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1098430,WILDLIFE,P0921859,2,WILDLIFE,1,AJR1758,03/13/2020,UNDERAGE,WILDLIFE,03/13/2020,UNDERAGE,UNABLE TO SCAN,FIELD,MAR.2020,FY2020
A1075492,DOG,P9991579,8,STRAY,1,ASB1579,02/11/2020,APP WNL,RETURNED TO OWNER,02/11/2020,APP WNL,SCAN CHIP,SWEEP,FEB.2020,FY2020
A1092967,DOG,P9991718,4,STRAY,1,MG1718,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,UNABLE TO SCAN,SWEEP,JAN.2020,FY2020
A1090461,CAT,P0910865,,STRAY,1,WEB,11/22/2019,NORMAL,LOST EXP,01/09/2020,,,,NOV.2019,FY2020
A1095935,DOG,P0759666,,OWNER SURRENDER,1,CDM,02/13/2020,APP WNL,ADOPTION,03/18/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,FEB.2020,FY2020
A1006506,DOG,P0914044,4,STRAY,1,MM,01/03/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1094416,DOG,P0916826,4,CONFISCATED,1,SP1782,01/27/2020,APP WNL,TRANSFER,01/28/2020,UNKNOWN,SCAN CHIP,FIELD,JAN.2020,FY2020
A1092939,DOG,P0914767,5,STRAY,1,MW1723,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,UNABLE TO SCAN,FIELD,JAN.2020,FY2020
A1092944,DOG,P9991758,10,STRAY,1,AR1758,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1093264,WILDLIFE,P0915225,8,STRAY,1,CBU,01/13/2020,APP WNL,DIED,01/18/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1093252,DOG,P0915230,9,OWNER SURRENDER,1,CDM,01/13/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1094268,DOG,P0786206,3,STRAY,1,CBU,01/25/2020,APP WNL,RETURNED TO OWNER,01/28/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092763,CAT,P0914558,7,OWNER SURRENDER,1,MM,01/07/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1093175,DOG,P9991171,4,STRAY,1,AV1171,01/12/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1086840,DOG,P0914522,9,CONFISCATED,1,SM1774,01/07/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1090063,DOG,P0909168,6,FOSTER,1,JR,01/17/2020,APP WNL,FOSTER,01/17/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1094442,DOG,P0916816,6,OWNER SURRENDER,1,TM1736,01/27/2020,APP WNL,TRANSFER,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1096790,CAT,P0025059,8,STRAY,1,SDW,02/24/2020,APP WNL,ADOPTION,02/28/2020,APP WNL,UNABLE TO SCAN,OVER THE COUNTER,FEB.2020,FY2020
A1092588,DOG,P0914359,7,STRAY,1,CBU,01/05/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1093475,DOG,P0518476,3,OWNER SURRENDER,1,ER1768,01/15/2020,APP WNL,TRANSFER,01/18/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1097162,DOG,P9991718,6,STRAY,1,JMK1721,02/28/2020,APP WNL,RETURNED TO OWNER,02/28/2020,APP WNL,UNABLE TO SCAN,SWEEP,FEB.2020,FY2020
A1096825,CAT,P9991780,8,STRAY,1,AKB1780,02/24/2020,APP WNL,ADOPTION,02/28/2020,APP WNL,SCAN NO CHIP,FIELD,FEB.2020,FY2020
A1092444,DOG,P9991765,2,STRAY,1,RK1765,01/03/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A0961628,DOG,P0542160,6,TRANSFER,1,CDM,01/03/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1064194,DOG,P0914763,6,TREATMENT,1,JS,01/09/2020,APP WNL,TREATMENT,01/09/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1103250,DOG,P0930439,4,STRAY,1,SRM1774,06/21/2020,APP INJ,RETURNED TO OWNER,06/21/2020,APP INJ,SCAN CHIP,FIELD,JUN.2020,FY2020
A1095353,DOG,P0890866,6,STRAY,1,CDM,02/06/2020,APP WNL,ADOPTION,02/11/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,FEB.2020,FY2020
A1083624,DOG,P0855654,6,OWNER SURRENDER,1,SDW,01/23/2020,APP WNL,ADOPTION,01/28/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1095006,DOG,P0917515,7,STRAY,1,BBW,02/02/2020,APP WNL,ADOPTION,02/11/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,FEB.2020,FY2020
A1092574,DOG,P0691372,1,STRAY,1,CBU,01/05/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1095610,DOG,P0918338,,OWNER SURRENDER,1,BBW,02/09/2020,APP WNL,EUTHANIZED,02/11/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,FEB.2020,FY2020
A1093395,DOG,P9991704,8,STRAY,1,SC1704,01/15/2020,APP WNL,TRANSFER,01/28/2020,APP WNL,SCAN NO CHIP,SWEEP,JAN.2020,FY2020
A1092887,DOG,P9991765,6,STRAY,1,RK1765,01/08/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1101808,DOG,P0767701,,OWNER SURRENDER,1,JKT,06/20/2020,APP WNL,ADOPTION,06/21/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JUN.2020,FY2020
A1108091,CAT,P0938475,10,STRAY,1,VJD1770,09/28/2020,APP SICK,EUTHANIZED,09/29/2020,CRITICAL,SCAN NO CHIP,FIELD,SEP.2020,FY2020
A1092835,DOG,P9991549,7,STRAY,1,MG1718,01/08/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN CHIP,SWEEP,JAN.2020,FY2020
A1107855,DOG,P9991579,7,STRAY,1,ASB1579,09/23/2020,APP WNL,ADOPTION,09/29/2020,APP WNL,SCAN CHIP,FIELD,SEP.2020,FY2020
A1093085,DOG,P0914994,,STRAY,1,WEB,01/10/2020,NORMAL,LOST EXP,02/11/2020,,,,JAN.2020,FY2020
A1093266,WILDLIFE,P0915225,8,STRAY,1,CBU,01/13/2020,APP WNL,DIED,01/18/2020,UNDERAGE,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1092974,DOG,P0914804,5,STRAY,1,MO1764,01/09/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1092568,CAT,P0509175,2,STRAY,1,BW,01/05/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1095598,DOG,P9991579,1,STRAY,1,ASB1579,02/09/2020,APP WNL,RETURNED TO OWNER,02/11/2020,APP WNL,SCAN CHIP,SWEEP,FEB.2020,FY2020
A1090856,DOG,P0911434,1,STRAY,1,JR,12/13/2019,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,DEC.2019,FY2020
A1094444,DOG,P0916816,6,OWNER SURRENDER,1,TM1736,01/27/2020,APP WNL,TRANSFER,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1091940,DOG,P0913263,,STRAY,1,WEB,12/27/2019,NORMAL,LOST EXP,01/28/2020,,,,DEC.2019,FY2020
A1062063,DOG,P9991718,4,STRAY,1,MG1718,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN CHIP,SWEEP,JAN.2020,FY2020
A1095679,DOG,P0883964,6,STRAY,1,MLM1701,02/10/2020,APP WNL,RETURNED TO OWNER,02/11/2020,APP WNL,SCAN CHIP,FIELD,FEB.2020,FY2020
A1104427,DOG,P9991736,5,STRAY,1,TMB1736,07/15/2020,APP WNL,ADOPTION,08/05/2020,APP WNL,SCAN NO CHIP,FIELD,JUL.2020,FY2020
A1094542,DOG,P9991736,3,STRAY,1,TM1736,01/28/2020,APP WNL,RETURNED TO OWNER,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1090682,CAT,P0914272,8,STRAY,1,AR1758,01/04/2020,APP INJ,TRANSFER,01/09/2020,APP INJ,SCAN CHIP,FIELD,JAN.2020,FY2020
A1092948,DOG,P9991230,8,STRAY,1,KH1230,01/09/2020,UNKNOWN,RETURNED TO OWNER,01/09/2020,UNKNOWN,UNABLE TO SCAN,FIELD,JAN.2020,FY2020
A1095766,DOG,P9991754,7,STRAY,1,ATB1754,02/11/2020,APP INJ,RETURNED TO OWNER,02/11/2020,APP INJ,SCAN CHIP,FIELD,FEB.2020,FY2020
A0927045,DOG,P0916750,6,STRAY,1,SP1782,01/27/2020,APP WNL,RETURNED TO OWNER,01/28/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1098739,DOG,P0922384,4,STRAY,1,LRB1783,03/17/2020,APP INJ,TRANSFER,03/18/2020,APP INJ,SCAN NO CHIP,FIELD,MAR.2020,FY2020
A1092980,DOG,P9991710,3,STRAY,1,CV1710,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1097132,DOG,P9991230,5,STRAY,1,KHB1230,02/28/2020,APP WNL,RETURNED TO OWNER,02/28/2020,APP WNL,SCAN NO CHIP,SWEEP,FEB.2020,FY2020
A1092362,CAT,P9991782,8,CONFISCATED,1,SPB1782,02/09/2020,APP WNL,RETURNED TO OWNER,02/11/2020,APP WNL,UNABLE TO SCAN,FIELD,FEB.2020,FY2020
A1088445,DOG,P0911841,6,OWNER SURRENDER,1,BW,01/08/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1023599,DOG,P0920362,4,OWNER SURRENDER,1,AVB1171,02/28/2020,APP SICK,EUTHANIZED,02/28/2020,APP SICK,SCAN CHIP,FIELD,FEB.2020,FY2020
A1053771,DOG,P9991776,4,STRAY,1,EP1751,01/09/2020,APP WNL,RETURNED TO OWNER,01/09/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1079793,DOG,P0915769,6,OWNER SURRENDER,1,EP1751,01/18/2020,CRITICAL,EUTHANIZED,01/18/2020,CRITICAL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1098181,DOG,P0922571,6,TREATMENT,1,LJL,06/21/2020,APP WNL,TREATMENT,06/21/2020,APP SICK,SCAN CHIP,OVER THE COUNTER,JUN.2020,FY2020
A1108063,DOG,P0938460,10,STRAY,1,MRY1776,09/27/2020,APP WNL,RETURNED TO OWNER,09/29/2020,APP WNL,SCAN NO CHIP,FIELD,SEP.2020,FY2020
A1093947,DOG,P9991704,4,STRAY,1,SC1704,01/22/2020,APP WNL,ADOPTION,01/28/2020,APP WNL,SCAN NO CHIP,SWEEP,JAN.2020,FY2020
A1094330,DOG,P9991774,2,STRAY,1,SM1774,01/26/2020,APP WNL,RETURNED TO OWNER,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1094538,DOG,P9991736,3,STRAY,1,TM1736,01/28/2020,APP WNL,RETURNED TO OWNER,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1094347,DOG,P9991579,1,STRAY,1,ASB1579,01/26/2020,APP WNL,ADOPTION,01/28/2020,APP WNL,SCAN NO CHIP,SWEEP,JAN.2020,FY2020
A1094502,DOG,P9991783,2,CONFISCATED,1,LB1783,01/27/2020,APP WNL,RETURNED TO OWNER,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1092956,DOG,P9991195,9,STRAY,1,JO1195,01/09/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1098014,DOG,P0008914,14,CONFISCATED,1,YLB1695,03/09/2020,DECEASED,DIED,03/10/2020,DECEASED,UNABLE TO SCAN,FIELD,MAR.2020,FY2020
A1093218,DOG,P0910046,1,STRAY,1,BW,01/13/2020,APP INJ,FOSTER,01/19/2020,APP INJ,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1098401,DOG,P9991764,8,STRAY,1,BMO1764,03/13/2020,APP INJ,ADOPTION,03/18/2020,APP WNL,SCAN NO CHIP,FIELD,MAR.2020,FY2020
A1094554,CAT,P0916901,1,STRAY,1,DL,01/28/2020,APP WNL,TRANSFER,01/28/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1097586,DOG,P0920895,,OWNER SURRENDER,1,BBW,03/04/2020,APP INJ,TRANSFER,03/05/2020,APP INJ,SCAN CHIP,OVER THE COUNTER,MAR.2020,FY2020
A1061395,DOG,P0909549,6,TREATMENT,1,JS,01/09/2020,APP WNL,TREATMENT,01/09/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1094604,CAT,P0916987,,STRAY,1,WEB,01/16/2020,NORMAL,LOST EXP,02/28/2020,,,,JAN.2020,FY2020
A1095702,DOG,P9991579,8,STRAY,1,ASB1579,02/11/2020,APP WNL,RETURNED TO OWNER,02/11/2020,APP WNL,SCAN NO CHIP,SWEEP,FEB.2020,FY2020
A1092749,CAT,P0914503,3,OWNER SURRENDER,1,SM1774,01/07/2020,APP WNL,ADOPTION,01/09/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1092962,DOG,P0914798,2,STRAY,1,BW,01/09/2020,APP WNL,TRANSFER,01/18/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1078592,CAT,P9991776,6,FOSTER,1,DL,01/16/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1097140,DOG,P9998445,8,STRAY,1,KCB8445,02/28/2020,APP WNL,RETURNED TO OWNER,02/28/2020,APP WNL,SCAN NO CHIP,FIELD,FEB.2020,FY2020
A1094357,CAT,P0916705,11,OWNER SURRENDER,1,BW,01/26/2020,APP WNL,ADOPTION,01/28/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1094174,DOG,P9991195,4,STRAY,1,JO1195,01/24/2020,APP WNL,TRANSFER,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1087165,DOG,P9991776,7,STRAY,1,MRY1776,01/08/2020,APP WNL,RETURNED TO OWNER,01/08/2020,APP WNL,SCAN CHIP,FIELD,JAN.2020,FY2020
A1093586,DOG,P0915606,6,STRAY,1,MM,01/17/2020,APP WNL,ADOPTION,01/18/2020,APP WNL,SCAN CHIP,OVER THE COUNTER,JAN.2020,FY2020
A1094109,CAT,P9991768,4,STRAY,1,ER1768,01/23/2020,APP WNL,ADOPTION,01/28/2020,APP WNL,SCAN NO CHIP,FIELD,JAN.2020,FY2020
A1092755,CAT,P0108336,3,STRAY,1,JZ,01/07/2020,APP WNL,TRANSFER,01/09/2020,APP WNL,SCAN NO CHIP,OVER THE COUNTER,JAN.2020,FY2020
